UnitOrigem,Referenciada,CamadaOrigem,CamadaDestino,TipoDependencia,MesmoNamespace
"UnitPrincipal","Vcl.Dialogs","Outro","Outro","Direta","Sim"
"UnitPrincipal","Vcl.StdCtrls","Outro","Outro","Direta","Sim"
"UnitPrincipal","Vcl.Menus","Outro","Outro","Direta","Sim"
"UnitPrincipal","Vcl.ExtCtrls","Outro","Outro","Direta","Sim"
"UnitPrincipal","Vcl.Imaging.jpeg","Outro","Outro","Direta","Sim"
"UnitPrincipal","Vcl.Imaging.pngimage","Outro","Outro","Direta","Sim"
"UnitPrincipal","uFrmPix","Outro","Outro","Direta","Sim"
"UnitPrincipal","//pq da erro aqui no editor? D2Bridge.Forms //Declare D2Bridge.Forms always in the last unit  type TFrmPrincipal = class(TD2BridgeForm) MainMenu1: TMainMenu","Outro","Outro","Direta","Não"
"UnitPrincipal","CRMWebApp","Outro","Outro","Direta","Sim"
"UnitPrincipal","UnitCondominio","Outro","Outro","Cruzada","Sim"
"UnitPrincipal","UnitCondonimos","Outro","Outro","Cruzada","Sim"
"Unit_D2Bridge_Server_Console","System.SysUtils","Outro","Outro","Direta","Sim"
"Unit_D2Bridge_Server_Console","System.IniFiles","Outro","Outro","Direta","Sim"
"Unit_D2Bridge_Server_Console","Winapi.Windows","Outro","Outro","Direta","Sim"
"Unit_D2Bridge_Server_Console","DateUtils","Outro","Outro","Direta","Sim"
"Unit_D2Bridge_Server_Console","Vcl.Forms","Outro","Outro","Direta","Sim"
"Unit_D2Bridge_Server_Console","System.Classes","Outro","Outro","Direta","Sim"
"Unit_D2Bridge_Server_Console","System.Threading","Outro","Outro","Direta","Sim"
"Unit_D2Bridge_Server_Console","CRMWebApp","Outro","Outro","Direta","Sim"
"Unit_D2Bridge_Server_Console","UnitPrincipal","Outro","Outro","Direta","Sim"
"CRMWebApp","System.Classes","Outro","Outro","Direta","Sim"
"CRMWebApp","System.SysUtils","Outro","Outro","Direta","Sim"
"CRMWebApp","System.UITypes","Outro","Outro","Direta","Sim"
"CRMWebApp","D2Bridge.ServerControllerBase","Outro","Controller","Direta","Sim"
"CRMWebApp","D2Bridge.Types","Outro","Outro","Direta","Sim"
"CRMWebApp","Prism.Session","Outro","Outro","Direta","Sim"
"CRMWebApp","Prism.Server.HTTP.Commom","Outro","Outro","Direta","Sim"
"CRMWebApp","Prism.Types","Outro","Outro","Direta","Sim"
"CRMWebApp","Prism.Interfaces","Outro","Outro","Direta","Sim"
"CRMWebApp","CRM_Session","Outro","Outro","Cruzada","Sim"
"CRMWebApp","Data.DB","Outro","Outro","Direta","Sim"
"CRMWebApp","Datasnap.DBClient","Outro","Outro","Direta","Sim"
"CRMWebApp","D2Bridge.Instance","Outro","Outro","Direta","Sim"
"CRM_DataModule","System.SysUtils","Outro","Outro","Direta","Sim"
"CRM_DataModule","System.Classes","Outro","Outro","Direta","Sim"
"CRM_DataModule","FireDAC.Stan.Intf","Outro","Outro","Direta","Sim"
"CRM_DataModule","FireDAC.Stan.Option","Outro","Outro","Direta","Sim"
"CRM_DataModule","FireDAC.Stan.Error","Outro","Outro","Direta","Sim"
"CRM_DataModule","FireDAC.UI.Intf","Outro","Outro","Direta","Sim"
"CRM_DataModule","FireDAC.Phys.Intf","Outro","Outro","Direta","Sim"
"CRM_DataModule","FireDAC.Stan.Def","Outro","Outro","Direta","Sim"
"CRM_DataModule","FireDAC.Stan.Pool","Outro","Outro","Direta","Sim"
"CRM_DataModule","FireDAC.Stan.Async","Outro","Outro","Direta","Sim"
"CRM_DataModule","FireDAC.Phys","Outro","Outro","Direta","Sim"
"CRM_DataModule","FireDAC.Phys.MySQL","Outro","Outro","Direta","Sim"
"CRM_DataModule","FireDAC.Phys.MySQLDef","Outro","Outro","Direta","Sim"
"CRM_DataModule","FireDAC.VCLUI.Wait","Outro","Outro","Direta","Sim"
"CRM_DataModule","Data.DB","Outro","Outro","Direta","Sim"
"CRM_DataModule","FireDAC.Comp.Client","Outro","Outro","Direta","Sim"
"CRM_DataModule","FireDAC.Phys.FB","Outro","Outro","Direta","Sim"
"CRM_DataModule","FireDAC.Phys.FBDef","Outro","Outro","Direta","Sim"
"CRM_DataModule","FireDAC.Phys.IBBase","Outro","Outro","Direta","Sim"
"CRM_DataModule","FireDAC.Stan.Param","Outro","Outro","Direta","Sim"
"CRM_DataModule","FireDAC.DatS","Outro","Outro","Direta","Sim"
"CRM_DataModule","FireDAC.DApt.Intf","Outro","Outro","Direta","Sim"
"CRM_DataModule","FireDAC.DApt","Outro","Outro","Direta","Sim"
"CRM_DataModule","FireDAC.Comp.DataSet","Outro","Outro","Direta","Sim"
"CRM_DataModule","Vcl.Dialogs","Outro","Outro","Direta","Sim"
"CRM_DataModule","D2Bridge.Instance","Outro","Outro","Direta","Sim"
"CRM_DataModule","CRMWebApp","Outro","Outro","Direta","Sim"
"CRM_Session","System.SysUtils","Outro","Outro","Direta","Sim"
"CRM_Session","System.Classes","Outro","Outro","Direta","Sim"
"CRM_Session","Prism.SessionBase","Outro","Outro","Direta","Sim"
"CRM_Session","D2Bridge.Instance","Outro","Outro","Direta","Sim"
"CRM_Session","CRMWebApp","Outro","Outro","Cruzada","Sim"
"CRM_Session","CRM_DataModule","Outro","Outro","Direta","Sim"
"D2BridgeFormTemplate","System.Classes","Outro","Outro","Direta","Sim"
"D2BridgeFormTemplate","D2Bridge.Prism.Form","Outro","Outro","Direta","Sim"
"D2BridgeFormTemplate","CRMWebApp","Outro","Outro","Direta","Sim"
"UnitCondominio","Winapi.Windows","Outro","Outro","Direta","Sim"
"UnitCondominio","Winapi.Messages","Outro","Outro","Direta","Sim"
"UnitCondominio","System.SysUtils","Outro","Outro","Direta","Sim"
"UnitCondominio","System.Variants","Outro","Outro","Direta","Sim"
"UnitCondominio","System.Classes","Outro","Outro","Direta","Sim"
"UnitCondominio","Vcl.Graphics","Outro","Outro","Direta","Sim"
"UnitCondominio","Vcl.Controls","Outro","Outro","Direta","Sim"
"UnitCondominio","Vcl.Forms","Outro","Outro","Direta","Sim"
"UnitCondominio","Vcl.Dialogs","Outro","Outro","Direta","Sim"
"UnitCondominio","Vcl.StdCtrls","Outro","Outro","Direta","Sim"
"UnitCondominio","UnitPrincipal","Outro","Outro","Cruzada","Sim"
"UnitCondominio","Vcl.ExtCtrls","Outro","Outro","Direta","Sim"
"UnitCondominio","Data.DB","Outro","Outro","Direta","Sim"
"UnitCondominio","Vcl.Grids","Outro","Outro","Direta","Sim"
"UnitCondominio","Vcl.DBGrids","Outro","Outro","Direta","Sim"
"UnitCondominio","CRM_DataModule","Outro","Outro","Direta","Sim"
"UnitCondominio","UnitCondominioCad","Outro","Outro","Direta","Sim"
"UnitCondominio","D2Bridge.Forms","Outro","Outro","Direta","Sim"
"UnitCondominio","CRMWebApp","Outro","Outro","Direta","Sim"
"UnitCondominioCad","Winapi.Windows","Outro","Outro","Direta","Sim"
"UnitCondominioCad","Winapi.Messages","Outro","Outro","Direta","Sim"
"UnitCondominioCad","System.SysUtils","Outro","Outro","Direta","Sim"
"UnitCondominioCad","System.Variants","Outro","Outro","Direta","Sim"
"UnitCondominioCad","System.Classes","Outro","Outro","Direta","Sim"
"UnitCondominioCad","Vcl.Graphics","Outro","Outro","Direta","Sim"
"UnitCondominioCad","Vcl.Controls","Outro","Outro","Direta","Sim"
"UnitCondominioCad","Vcl.Forms","Outro","Outro","Direta","Sim"
"UnitCondominioCad","Vcl.Dialogs","Outro","Outro","Direta","Sim"
"UnitCondominioCad","Vcl.StdCtrls","Outro","Outro","Direta","Sim"
"UnitCondominioCad","D2Bridge.Forms","Outro","Outro","Direta","Sim"
"UnitCondominioCad","CRMWebApp","Outro","Outro","Direta","Sim"
"UnitCondominioCad","CRM_DataModule","Outro","Outro","Direta","Sim"
"UnitPrincipal","Winapi.Windows","Outro","Outro","Direta","Sim"
"UnitPrincipal","Winapi.Messages","Outro","Outro","Direta","Sim"
"UnitPrincipal","System.SysUtils","Outro","Outro","Direta","Sim"
"UnitPrincipal","System.Variants","Outro","Outro","Direta","Sim"
"UnitPrincipal","System.Classes","Outro","Outro","Direta","Sim"
"UnitPrincipal","Vcl.Graphics","Outro","Outro","Direta","Sim"
"UnitPrincipal","Vcl.Controls","Outro","Outro","Direta","Sim"
"UnitPrincipal","Vcl.Forms","Outro","Outro","Direta","Sim"
"UnitPrincipal","Vcl.Dialogs","Outro","Outro","Direta","Sim"
"UnitPrincipal","Vcl.StdCtrls","Outro","Outro","Direta","Sim"
"UnitPrincipal","Vcl.Menus","Outro","Outro","Direta","Sim"
"UnitPrincipal","D2Bridge.Forms","Outro","Outro","Direta","Sim"
"UnitPrincipal","Vcl.ExtCtrls","Outro","Outro","Direta","Sim"
"UnitPrincipal","Vcl.Imaging.jpeg //Declare D2Bridge.Forms always in the last unit  type TFrmPrincipal = class(TD2BridgeForm) MainMenu1: TMainMenu","Outro","Outro","Direta","Não"
"UnitPrincipal","CRMWebApp","Outro","Outro","Direta","Sim"
"UnitPrincipal","UnitCondominio","Outro","Outro","Cruzada","Sim"
"Unit_D2Bridge_Server_Console","System.SysUtils","Outro","Outro","Direta","Sim"
"Unit_D2Bridge_Server_Console","System.IniFiles","Outro","Outro","Direta","Sim"
"Unit_D2Bridge_Server_Console","Winapi.Windows","Outro","Outro","Direta","Sim"
"Unit_D2Bridge_Server_Console","DateUtils","Outro","Outro","Direta","Sim"
"Unit_D2Bridge_Server_Console","Vcl.Forms","Outro","Outro","Direta","Sim"
"Unit_D2Bridge_Server_Console","System.Classes","Outro","Outro","Direta","Sim"
"Unit_D2Bridge_Server_Console","System.Threading","Outro","Outro","Direta","Sim"
"Unit_D2Bridge_Server_Console","CRMWebApp","Outro","Outro","Direta","Sim"
"Unit_D2Bridge_Server_Console","UnitPrincipal","Outro","Outro","Direta","Sim"
"controllers.cliente","Horse","Controller","Outro","Direta","Sim"
"controllers.cliente","System.SysUtils","Controller","Outro","Direta","Sim"
"controllers.cliente","System.Classes","Controller","Outro","Direta","Sim"
"Main.Form","Winapi.Windows","Outro","Outro","Direta","Sim"
"Main.Form","System.Variants","Outro","Outro","Direta","Sim"
"Main.Form","System.Classes","Outro","Outro","Direta","Sim"
"Main.Form","Vcl.Graphics","Outro","Outro","Direta","Sim"
"Main.Form","Vcl.Controls","Outro","Outro","Direta","Sim"
"Main.Form","Vcl.Forms","Outro","Outro","Direta","Sim"
"Main.Form","Vcl.Dialogs","Outro","Outro","Direta","Sim"
"Main.Form","Vcl.StdCtrls","Outro","Outro","Direta","Sim"
"Main.Form","Vcl.Buttons","Outro","Outro","Direta","Sim"
"Main.Form","System.SysUtils","Outro","Outro","Direta","Sim"
"Main.Form","Horse","Outro","Outro","Direta","Sim"
"Main.Form","Winapi.Windows","Outro","Outro","Direta","Sim"
"Main.Form","Winapi.Messages","Outro","Outro","Direta","Sim"
"Main.Form","System.SysUtils","Outro","Outro","Direta","Sim"
"Main.Form","System.Variants","Outro","Outro","Direta","Sim"
"Main.Form","System.Classes","Outro","Outro","Direta","Sim"
"Main.Form","Vcl.Graphics","Outro","Outro","Direta","Sim"
"Main.Form","Vcl.Controls","Outro","Outro","Direta","Sim"
"Main.Form","Vcl.Forms","Outro","Outro","Direta","Sim"
"Main.Form","Vcl.Dialogs","Outro","Outro","Direta","Sim"
"Main.Form","Horse","Outro","Outro","Direta","Sim"
"Main.Form","Vcl.StdCtrls","Outro","Outro","Direta","Sim"
"Main.Form","Vcl.Samples.Spin","Outro","Outro","Direta","Sim"
"Main.Form","Vcl.Mask","Outro","Outro","Direta","Sim"
"Main.Form","Vcl.ExtCtrls","Outro","Outro","Direta","Sim"
"Main.Form","Vcl.ComCtrls","Outro","Outro","Direta","Sim"
"Main.Form","IdSSLOpenSSL","Outro","Outro","Direta","Sim"
"Main.Service","Winapi.Windows","Service","Outro","Direta","Sim"
"Main.Service","Winapi.Messages","Service","Outro","Direta","Sim"
"Main.Service","System.SysUtils","Service","Outro","Direta","Sim"
"Main.Service","System.Classes","Service","Outro","Direta","Sim"
"Main.Service","Vcl.Graphics","Service","Outro","Direta","Sim"
"Main.Service","Vcl.Controls","Service","Outro","Direta","Sim"
"Main.Service","Vcl.SvcMgr","Service","Outro","Direta","Sim"
"Main.Service","Vcl.Dialogs","Service","Outro","Direta","Sim"
"Main.Service","Horse","Service","Outro","Direta","Sim"
"Apache","{$ifdef unix} cthreads","Outro","Outro","Direta","Sim"
"Apache","{$endif} Horse","Outro","Outro","Direta","Sim"
"Apache","httpd24","Outro","Outro","Direta","Sim"
"Apache","fpApache24","Outro","Outro","Direta","Sim"
"Apache","custapache24","Outro","Outro","Direta","Sim"
"views.main","Classes","View","Outro","Direta","Sim"
"views.main","SysUtils","View","Outro","Direta","Sim"
"views.main","Forms","View","Outro","Direta","Sim"
"views.main","Controls","View","Outro","Direta","Sim"
"views.main","Graphics","View","Outro","Direta","Sim"
"views.main","Dialogs","View","Outro","Direta","Sim"
"views.main","StdCtrls","View","Outro","Direta","Sim"
"views.main","Buttons","View","Outro","Direta","Sim"
"views.main","Horse","View","Outro","Direta","Sim"
"daemonmain","Classes","Outro","Outro","Direta","Sim"
"daemonmain","SysUtils","Outro","Outro","Direta","Sim"
"daemonmain","DaemonApp","Outro","Outro","Direta","Sim"
"daemonmain","Horse","Outro","Outro","Direta","Sim"
"daemonmanager","Classes","Outro","Outro","Direta","Sim"
"daemonmanager","SysUtils","Outro","Outro","Direta","Sim"
"daemonmanager","DaemonApp","Outro","Outro","Direta","Sim"
"Horse.Callback","{$IF DEFINED(FPC)} Generics.Collections","Outro","Outro","Direta","Sim"
"Horse.Callback","fpHTTP","Outro","Outro","Direta","Sim"
"Horse.Callback","{$ELSE} Web.HTTPApp","Outro","Outro","Direta","Sim"
"Horse.Callback","System.Generics.Collections","Outro","Outro","Direta","Sim"
"Horse.Callback","{$ENDIF} Horse.Request","Outro","Outro","Direta","Sim"
"Horse.Callback","Horse.Response","Outro","Outro","Direta","Sim"
"Horse.Callback","Horse.Proc","Outro","Outro","Direta","Sim"
"Horse.Callback","Horse.Commons","Outro","Outro","Direta","Sim"
"Horse.Commons","{$IF DEFINED(FPC)} Classes","Outro","Outro","Direta","Sim"
"Horse.Commons","SysUtils","Outro","Outro","Direta","Sim"
"Horse.Commons","StrUtils","Outro","Outro","Direta","Sim"
"Horse.Commons","RegExpr","Outro","Outro","Direta","Sim"
"Horse.Core.Files","{$IF DEFINED(FPC)} SysUtils","Outro","Outro","Direta","Sim"
"Horse.Core.Files","Classes","Outro","Outro","Direta","Sim"
"Horse.Core.Files","Horse.Mime","Outro","Outro","Direta","Sim"
"Horse.Core.Group.Contract","Horse.Core.Route.Contract","Outro","Outro","Direta","Sim"
"Horse.Core.Group.Contract","Horse.Callback","Outro","Outro","Direta","Sim"
"Horse.Core.Group","{$IF DEFINED(FPC)} SysUtils","Outro","Outro","Direta","Sim"
"Horse.Core.Group","{$ELSE} System.SysUtils","Outro","Outro","Direta","Sim"
"Horse.Core.Group","{$ENDIF} Horse.Core.Group.Contract","Outro","Outro","Direta","Sim"
"Horse.Core.Group","Horse.Core.Route.Contract","Outro","Outro","Direta","Sim"
"Horse.Core.Group","Horse.Callback","Outro","Outro","Direta","Sim"
"Horse.Core.Group","Horse.Core","Outro","Outro","Cruzada","Sim"
"Horse.Core.Group","Horse","Outro","Outro","Direta","Sim"
"Horse.Core.Param.Config","{$IF DEFINED(FPC)} SysUtils","Outro","Outro","Direta","Sim"
"Horse.Core.Param.Field.Brackets","{$IF DEFINED(FPC)} SysUtils","Outro","Outro","Direta","Sim"
"Horse.Core.Param.Field.Brackets","Classes","Outro","Outro","Direta","Sim"
"Horse.Core.Param.Field.Brackets","{$ELSE} System.SysUtils","Outro","Outro","Direta","Sim"
"Horse.Core.Param.Field.Brackets","System.Classes","Outro","Outro","Direta","Sim"
"Horse.Core.Param.Field.Brackets","{$ENDIF} Horse.Commons","Outro","Outro","Direta","Sim"
"Horse.Core.Param.Field","{$IF DEFINED(FPC)} SysUtils","Outro","Outro","Direta","Sim"
"Horse.Core.Param.Field","Classes","Outro","Outro","Direta","Sim"
"Horse.Core.Param.Field","DateUtils","Outro","Outro","Direta","Sim"
"Horse.Core.Param.Field","Generics.Collections","Outro","Outro","Direta","Sim"
"Horse.Core.Param.Field","{$ELSE} System.SysUtils","Outro","Outro","Direta","Sim"
"Horse.Core.Param.Field","System.Classes","Outro","Outro","Direta","Sim"
"Horse.Core.Param.Field","System.DateUtils","Outro","Outro","Direta","Sim"
"Horse.Core.Param.Field","System.Generics.Collections","Outro","Outro","Direta","Sim"
"Horse.Core.Param.Field","{$ENDIF} Horse.Exception","Outro","Outro","Direta","Sim"
"Horse.Core.Param.Field","Horse.Commons","Outro","Outro","Direta","Sim"
"Horse.Core.Param.Field","Horse.Core.Param.Field.Brackets","Outro","Outro","Direta","Sim"
"Horse.Core.Param.Field","Horse.Core.Param.Config","Outro","Outro","Direta","Sim"
"Horse.Core.Param.Header","{$IF DEFINED(FPC)} SysUtils","Outro","Outro","Direta","Sim"
"Horse.Core.Param.Header","Classes","Outro","Outro","Direta","Sim"
"Horse.Core.Param.Header","fpHTTP","Outro","Outro","Direta","Sim"
"Horse.Core.Param.Header","fphttpserver","Outro","Outro","Direta","Sim"
"Horse.Core.Param.Header","httpprotocol","Outro","Outro","Direta","Sim"
"Horse.Core.Param.Header","HTTPDefs","Outro","Outro","Direta","Sim"
"Horse.Core.Param.Header","{$ELSE} System.Classes","Outro","Outro","Direta","Sim"
"Horse.Core.Param.Header","System.SysUtils","Outro","Outro","Direta","Sim"
"Horse.Core.Param.Header","System.Generics.Collections","Outro","Outro","Direta","Sim"
"Horse.Core.Param.Header","Web.HTTPApp","Outro","Outro","Direta","Sim"
"Horse.Core.Param.Header","IdCustomHTTPServer","Outro","Outro","Direta","Sim"
"Horse.Core.Param.Header","IdHeaderList","Outro","Outro","Direta","Sim"
"Horse.Core.Param.Header","Horse.Rtti","Outro","Outro","Direta","Sim"
"Horse.Core.Param.Header","Horse.Commons","Outro","Outro","Direta","Sim"
"Horse.Core.Param.Header","Horse.Rtti.Helper","Outro","Outro","Direta","Sim"
"Horse.Core.Param.Header","{$IF DEFINED(HORSE_APACHE)} Web.ApacheHTTP","Outro","Outro","Direta","Sim"
"Horse.Core.Param.Header","Web.HTTPD24","Outro","Outro","Direta","Sim"
"Horse.Core.Param.Header","{$ENDIF} {$IF DEFINED(HORSE_CGI)} Horse.EnvironmentVariables","Outro","Outro","Direta","Sim"
"Horse.Core.Param.Header","{$ENDIF} {$ENDIF} Horse.Core.Param","Outro","Outro","Direta","Sim"
"Horse.Core.Param","{$IF DEFINED(FPC)} SysUtils","Outro","Outro","Direta","Sim"
"Horse.Core.Param","Classes","Outro","Outro","Direta","Sim"
"Horse.Core.Param","DateUtils","Outro","Outro","Direta","Sim"
"Horse.Core.Param","Generics.Collections","Outro","Outro","Direta","Sim"
"Horse.Core.Param","fpHTTP","Outro","Outro","Direta","Sim"
"Horse.Core.Param","HTTPDefs","Outro","Outro","Direta","Sim"
"Horse.Core.Param","{$ELSE} System.SysUtils","Outro","Outro","Direta","Sim"
"Horse.Core.Param","System.Classes","Outro","Outro","Direta","Sim"
"Horse.Core.Param","System.DateUtils","Outro","Outro","Direta","Sim"
"Horse.Core.Param","System.Generics.Collections","Outro","Outro","Direta","Sim"
"Horse.Core.Param","Horse.Exception","Outro","Outro","Direta","Sim"
"Horse.Core.Param","Horse.Commons","Outro","Outro","Direta","Sim"
"Horse.Core.Param","{$ENDIF} Horse.Core.Param.Field","Outro","Outro","Direta","Sim"
"Horse.Core.Param","Horse.Core.Param.Config","Outro","Outro","Direta","Sim"
"Horse.Core","{$IF DEFINED(FPC)} SysUtils","Outro","Outro","Direta","Sim"
"Horse.Core","Generics.Collections","Outro","Outro","Direta","Sim"
"Horse.Core","{$ELSE} System.SysUtils","Outro","Outro","Direta","Sim"
"Horse.Core","System.Generics.Collections","Outro","Outro","Direta","Sim"
"Horse.Core","Web.HTTPApp","Outro","Outro","Direta","Sim"
"Horse.Core","Horse.Request","Outro","Outro","Direta","Sim"
"Horse.Core","Horse.Response","Outro","Outro","Direta","Sim"
"Horse.Core","{$ENDIF} Horse.Core.RouterTree","Outro","Outro","Direta","Sim"
"Horse.Core","Horse.Commons","Outro","Outro","Direta","Sim"
"Horse.Core","Horse.Constants","Outro","Outro","Direta","Sim"
"Horse.Core","Horse.Callback","Outro","Outro","Direta","Sim"
"Horse.Core","Horse.Core.Group.Contract","Outro","Outro","Direta","Sim"
"Horse.Core","Horse.Core.Route.Contract","Outro","Outro","Direta","Sim"
"Horse.Core","Horse.Core.Route","Outro","Outro","Cruzada","Sim"
"Horse.Core","Horse.Core.Group","Outro","Outro","Cruzada","Sim"
"Horse.Core.Route.Contract","Horse.Callback","Outro","Outro","Direta","Sim"
"Horse.Core.Route","{$IF DEFINED(FPC)} SysUtils","Outro","Outro","Direta","Sim"
"Horse.Core.Route","{$ELSE} System.SysUtils","Outro","Outro","Direta","Sim"
"Horse.Core.Route","{$ENDIF} Horse.Core.Route.Contract","Outro","Outro","Direta","Sim"
"Horse.Core.Route","Horse.Callback","Outro","Outro","Direta","Sim"
"Horse.Core.Route","Horse.Core","Outro","Outro","Cruzada","Sim"
"Horse.Core.RouterTree.NextCaller","{$IF DEFINED(FPC)} SysUtils","Outro","Outro","Direta","Sim"
"Horse.Core.RouterTree.NextCaller","Generics.Collections","Outro","Outro","Direta","Sim"
"Horse.Core.RouterTree.NextCaller","fpHTTP","Outro","Outro","Direta","Sim"
"Horse.Core.RouterTree.NextCaller","httpprotocol","Outro","Outro","Direta","Sim"
"Horse.Core.RouterTree.NextCaller","{$ELSE} System.NetEncoding","Outro","Outro","Direta","Sim"
"Horse.Core.RouterTree.NextCaller","System.SysUtils","Outro","Outro","Direta","Sim"
"Horse.Core.RouterTree.NextCaller","Web.HTTPApp","Outro","Outro","Direta","Sim"
"Horse.Core.RouterTree.NextCaller","System.Generics.Collections","Outro","Outro","Direta","Sim"
"Horse.Core.RouterTree.NextCaller","{$ENDIF} Horse.Commons","Outro","Outro","Direta","Sim"
"Horse.Core.RouterTree.NextCaller","Horse.Request","Outro","Outro","Direta","Sim"
"Horse.Core.RouterTree.NextCaller","Horse.Response","Outro","Outro","Direta","Sim"
"Horse.Core.RouterTree.NextCaller","Horse.Callback","Outro","Outro","Direta","Sim"
"Horse.Core.RouterTree.NextCaller","Horse.Exception","Outro","Outro","Direta","Sim"
"Horse.Core.RouterTree.NextCaller","Horse.Exception.Interrupted","Outro","Outro","Direta","Sim"
"Horse.Core.RouterTree","{$IF DEFINED(FPC)} SysUtils","Outro","Outro","Direta","Sim"
"Horse.Core.RouterTree","Generics.Collections","Outro","Outro","Direta","Sim"
"Horse.Core.RouterTree","fpHTTP","Outro","Outro","Direta","Sim"
"Horse.Core.RouterTree","httpprotocol","Outro","Outro","Direta","Sim"
"Horse.Core.RouterTree","RegExpr","Outro","Outro","Direta","Sim"
"Horse.Core.RouterTree","{$ELSE} System.SysUtils","Outro","Outro","Direta","Sim"
"Horse.Core.RouterTree","System.NetEncoding","Outro","Outro","Direta","Sim"
"Horse.Core.RouterTree","Web.HTTPApp","Outro","Outro","Direta","Sim"
"Horse.Core.RouterTree","System.Generics.Collections","Outro","Outro","Direta","Sim"
"Horse.Core.RouterTree","System.RegularExpressions","Outro","Outro","Direta","Sim"
"Horse.Core.RouterTree","{$ENDIF} Horse.Request","Outro","Outro","Direta","Sim"
"Horse.Core.RouterTree","Horse.Response","Outro","Outro","Direta","Sim"
"Horse.Core.RouterTree","Horse.Commons","Outro","Outro","Direta","Sim"
"Horse.Core.RouterTree","Horse.Callback","Outro","Outro","Direta","Sim"
"Horse.Core.RouterTree","Horse.Core.RouterTree.NextCaller","Outro","Outro","Direta","Sim"
"Horse.EnvironmentVariables","System.Classes","Outro","Outro","Direta","Sim"
"Horse.EnvironmentVariables","{$IFDEF MSWINDOWS} Winapi.Windows","Outro","Outro","Direta","Sim"
"Horse.EnvironmentVariables","{$ENDIF} {$IFDEF LINUX} Posix.Unistd","Outro","Outro","Direta","Sim"
"Horse.EnvironmentVariables","Posix.Dlfcn","Outro","Outro","Direta","Sim"
"Horse.EnvironmentVariables","{$ENDIF} System.SysUtils","Outro","Outro","Direta","Sim"
"Horse.Exception.Interrupted","{$IF DEFINED(FPC)} SysUtils","Outro","Outro","Direta","Sim"
"Horse.Exception","{$IF DEFINED(FPC)} SysUtils","Outro","Outro","Direta","Sim"
"Horse.Exception","fpjson","Outro","Outro","Direta","Sim"
"Horse.Exception","jsonparser","Outro","Outro","Direta","Sim"
"Horse.Exception","TypInfo","Outro","Outro","Direta","Sim"
"Horse.Exception","{$ELSE} System.SysUtils","Outro","Outro","Direta","Sim"
"Horse.Exception","System.JSON","Outro","Outro","Direta","Sim"
"Horse.Exception","System.TypInfo","Outro","Outro","Direta","Sim"
"Horse.Exception","{$ENDIF} Horse.Commons","Outro","Outro","Direta","Sim"
"Horse.Mime","{$IF DEFINED(FPC)} SysUtils","Outro","Outro","Direta","Sim"
"Horse.Mime","Classes","Outro","Outro","Direta","Sim"
"Horse.Mime","Generics.Collections","Outro","Outro","Direta","Sim"
"Horse.Mime","SyncObjs","Outro","Outro","Direta","Sim"
"Horse.Mime","System.Net.Mime","Outro","Outro","Direta","Sim"
"Horse","{$IF DEFINED(FPC)} SysUtils","Outro","Outro","Direta","Sim"
"Horse","Horse.Provider.FPC.HTTPApplication","Outro","Outro","Direta","Sim"
"Horse","{$IF DEFINED(HORSE_APACHE)} Horse.Provider.FPC.Apache","Outro","Outro","Direta","Sim"
"Horse","{$ELSEIF DEFINED(HORSE_CGI)} Horse.Provider.FPC.CGI","Outro","Outro","Direta","Sim"
"Horse","{$ELSEIF DEFINED(HORSE_FCGI)} Horse.Provider.FPC.FastCGI","Outro","Outro","Direta","Sim"
"Horse","{$ELSEIF DEFINED(HORSE_DAEMON)} Horse.Provider.FPC.Daemon","Outro","Outro","Direta","Sim"
"Horse","{$ELSEIF DEFINED(HORSE_LCL)} Horse.Provider.FPC.LCL","Outro","Outro","Direta","Sim"
"Horse","{$ENDIF} {$ELSE} System.SysUtils","Outro","Outro","Direta","Sim"
"Horse","Horse.Provider.Console","Outro","Outro","Direta","Sim"
"Horse","Horse.Provider.Daemon","Outro","Outro","Direta","Sim"
"Horse","Horse.Provider.ISAPI","Outro","Outro","Direta","Sim"
"Horse","Horse.Provider.Apache","Outro","Outro","Direta","Sim"
"Horse","Horse.Provider.CGI","Outro","Outro","Direta","Sim"
"Horse","Horse.Provider.VCL","Outro","Outro","Direta","Sim"
"Horse","{$ENDIF} Horse.Mime","Outro","Outro","Direta","Sim"
"Horse","Horse.Core","Outro","Outro","Direta","Sim"
"Horse","Horse.Proc","Outro","Outro","Direta","Sim"
"Horse","Horse.Request","Outro","Outro","Direta","Sim"
"Horse","Horse.Response","Outro","Outro","Direta","Sim"
"Horse","Horse.Commons","Outro","Outro","Direta","Sim"
"Horse","Horse.Core.Param","Outro","Outro","Direta","Sim"
"Horse","Horse.Core.RouterTree","Outro","Outro","Direta","Sim"
"Horse","Horse.Exception","Outro","Outro","Direta","Sim"
"Horse","Horse.Exception.Interrupted","Outro","Outro","Direta","Sim"
"Horse","Horse.Core.Param.Config","Outro","Outro","Direta","Sim"
"Horse","Horse.Callback","Outro","Outro","Direta","Sim"
"Horse.Proc","System.SysUtils","Outro","Outro","Direta","Sim"
"Horse.Provider.Abstract","{$IF DEFINED(FPC)} SysUtils","Outro","Outro","Direta","Sim"
"Horse.Provider.Abstract","Horse.Proc","Outro","Outro","Direta","Sim"
"Horse.Provider.Abstract","{$ELSE} System.SysUtils","Outro","Outro","Direta","Sim"
